,Kernel,Average False Confidence,batch_size,eps,eps_step,max_iter,name
1160,poly,-0.03722698128170474,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1161,poly,-0.03432337285482574,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1162,poly,-0.020406884324123055,1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1163,poly,-0.018000805613011518,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1164,poly,-0.020590300819132913,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1165,poly,-0.0267033275627818,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1166,poly,-0.034251229932268014,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1167,poly,-0.025527996447909596,100,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1168,poly,-0.01347858396210717,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1169,poly,-0.028644047916519512,100,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1170,poly,-0.02648791615039623,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1171,poly,-0.029633717769545376,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1172,poly,-0.024747843837255524,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1173,poly,-0.026890265778107603,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1174,poly,-0.0177016830404932,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1175,poly,-0.026143646629542317,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1176,poly,-0.01939768170022038,100,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1177,poly,-0.027627029128395188,100,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1178,poly,-0.012280998152203404,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1179,poly,-0.01868115291665755,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1180,poly,-0.02435493382894425,1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1181,poly,-0.04473202132114982,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1182,poly,-0.04476598578675293,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1183,poly,-0.02418022961042827,1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1184,poly,-0.02638973650323937,100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1185,poly,-0.023882000796135006,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1186,poly,-0.027676804738507643,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1187,poly,-0.023650870235516375,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1188,poly,-0.039082761121908095,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1189,poly,0.03979101071366431,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1190,poly,-0.017916712247857135,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1191,poly,-0.007378482560744137,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1192,poly,-0.038635991056208276,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1193,poly,-0.02223956431156724,1,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1194,poly,-0.024242077269126326,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1195,poly,0.0036556973296610895,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1196,poly,-0.033522222294398454,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1197,poly,-0.02108836308559441,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1198,poly,-0.006036434410802771,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1199,poly,-0.015247185563241894,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1200,poly,-0.02480206475494411,100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1201,poly,-0.02651833293539694,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1202,poly,-0.006036434410802771,10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1203,poly,-0.024374411853521627,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1204,poly,-0.023699288053149425,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1205,poly,-0.0470910760252282,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1206,poly,-0.007558382842308875,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1207,poly,-0.03119784110281505,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1208,poly,-0.026686636399402365,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1209,poly,-0.043598407465321065,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1210,poly,-0.02497868774088994,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1211,poly,-0.021924541018315268,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1212,poly,-0.011857470578656359,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1213,poly,-0.02668980228919504,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1214,poly,-0.03023592695422215,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1215,poly,-0.006036434410802771,10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1216,poly,-0.011934479151651889,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1217,poly,-0.01820020360179737,10,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1218,poly,-0.02614747713998187,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1219,poly,-0.007378482560744137,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1220,poly,-0.0177016830404932,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1221,poly,-0.031145707473161234,100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1222,poly,-0.006036434410802771,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1223,poly,-0.012121998226170305,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1224,poly,-0.024938747513138692,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1225,poly,-0.02250289550598412,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1226,poly,-0.01118027390147458,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1227,poly,-0.024916551028255917,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1228,poly,-0.025456668230983314,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1229,poly,-0.006036434410802771,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1230,poly,-0.029268519704135222,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1231,poly,-0.01880332538393792,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1232,poly,-0.03742310533851947,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1233,poly,-0.035154904220331316,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1234,poly,-0.007576429446973875,1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1235,poly,-0.021131996585902924,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1236,poly,-0.02618222261012959,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1237,poly,-0.019049856855347835,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1238,poly,-0.0237065623935069,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1239,poly,-0.018877789766407728,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1240,poly,-0.03154310788625612,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1241,poly,-0.02668856091451497,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1242,poly,-0.006036434410802771,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1243,poly,-0.044566111228355035,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1244,poly,-0.03493296240090808,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1245,poly,-0.019024232044022815,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1246,poly,-0.006036434410802771,1,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1247,poly,-0.012196561076271406,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1248,poly,-0.023422424592535452,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1249,poly,-0.02069282826976058,100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1250,poly,-0.02708231356263897,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1251,poly,-0.015231949687304569,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1252,poly,-0.01229652029822037,100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1253,poly,-0.020081939912813464,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1254,poly,-0.03734052548417175,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1255,poly,-0.006036434410802771,100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1256,poly,-0.011373440410090118,100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1257,poly,-0.04705412068003909,10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1258,poly,-0.018593657831491896,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1259,poly,-0.01708924005445085,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1260,poly,-0.023618942331879157,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1261,poly,-0.01286650096133779,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1262,poly,-0.026260957285640353,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1263,poly,-0.036682103002549704,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1264,poly,-0.0177016830404932,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1265,poly,-0.03026937485298884,10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1266,poly,-0.031134253361024468,1,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1267,poly,0.004261086730750341,100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1268,poly,-0.047761301556618244,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1269,poly,-0.017776682820863067,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1270,poly,-0.013023969776974686,1,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1271,poly,-0.018269657595088917,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1272,poly,-0.01900879731005829,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1273,poly,-0.018903582710738977,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1274,poly,-0.027672600814527937,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1275,poly,-0.02037278104066407,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1276,poly,-0.04782695765888989,1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1277,poly,-0.007612553618820739,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1278,poly,-0.006036434410802771,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1279,poly,-0.023876485445677685,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1280,poly,-0.026029596135403787,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1281,poly,-0.027718413340224003,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1282,poly,-0.021194067079561486,10,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1283,poly,-0.019032751759057255,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1284,poly,-0.019033845090369317,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1285,poly,-0.04861216311167822,1,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1286,poly,-0.021150529619397583,1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1287,poly,-0.007378482560744137,10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1288,poly,-0.03108771444260592,1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1289,poly,-0.022486749567605258,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1290,poly,-0.023855213048563306,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1291,poly,-0.041402129859272344,10,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1292,poly,-0.018710958785392372,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1293,poly,-0.012196561076271406,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1294,poly,-0.006036434410802771,1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1295,poly,-0.0162231642847932,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1296,poly,-0.024959675178723172,100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1297,poly,-0.029933450369334126,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1298,poly,-0.02638973650323937,1,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1299,poly,-0.0313329626426746,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1300,poly,-0.029925342794359055,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1301,poly,-0.006036434410802771,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1302,poly,-0.0366350579990502,10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1303,poly,-0.01229652029822037,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1304,poly,-0.04374908165771614,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1305,poly,-0.036273272083027865,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1306,poly,-0.020525674847079633,100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1307,poly,-0.022463263104577337,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1308,poly,-0.023990990169612057,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1309,poly,-0.04548777558604607,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1310,poly,-0.011165394213340951,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1311,poly,-0.025399747702291496,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1312,poly,-0.030207638758223167,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1313,poly,0.051953657302536184,32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1314,poly,-0.017957436707688634,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1315,poly,-0.012204171243022931,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1316,poly,-0.029318318564459524,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1317,poly,-0.03025758920871966,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1318,poly,-0.026522110737790296,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1319,poly,-0.021955659349326372,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1320,poly,-0.04283600537170203,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1321,poly,-0.0177016830404932,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1322,poly,-0.03074600785164603,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1323,poly,-0.025468923416066103,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1324,poly,-0.020978904704702383,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1325,poly,-0.018738543358540128,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1326,poly,-0.026564644314988374,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1327,poly,-0.0177016830404932,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1328,poly,-0.030218311312349977,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1329,poly,-0.02116137882340783,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1330,poly,-0.004153843609399832,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1331,poly,-0.024207552905938744,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1332,poly,-0.011172718499671275,10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1333,poly,-0.044024095667944296,100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1334,poly,-0.035682943943986654,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1335,poly,-0.026368731399148394,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1336,poly,-0.025370099726717155,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1337,poly,-0.007011950838043068,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1338,poly,-0.030910896664618194,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1339,poly,-0.019788566490054872,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1340,poly,-0.02763895822676086,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1341,poly,-0.033701634016927565,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1342,poly,-0.024216447175696133,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1343,poly,-0.013031983195204466,10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1344,poly,-0.03051939540922253,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1345,poly,-0.01619627365288743,100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1346,poly,-0.021675149059576126,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1347,poly,-0.018713207824262314,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1348,poly,-0.017944882102127614,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1349,poly,0.004523662165106445,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1350,poly,-0.006036434410802771,10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1351,poly,-0.0177016830404932,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1352,poly,-0.0177016830404932,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1353,poly,0.03974926934874183,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1354,poly,-0.00947143191041353,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1355,poly,-0.012196561076271406,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1356,poly,-0.009209268723394315,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1357,poly,-0.040156677178736944,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1358,poly,-0.025674237020253267,100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1359,poly,-0.02827740322504053,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1360,poly,-0.029525662595718406,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1361,poly,-0.02540157946064836,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1362,poly,-0.020048192347154048,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1363,poly,-0.007630631187400594,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1364,poly,-0.03051939540922253,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1365,poly,-0.04289985082217451,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1366,poly,-0.0177016830404932,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1367,poly,-0.01719965953698486,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1368,poly,-0.016964296131079838,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1369,poly,-0.03549035200892061,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1370,poly,-0.03457966890492563,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1371,poly,-0.013203634982751077,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1372,poly,-0.04069931093087882,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1373,poly,-0.015832555369016933,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1374,poly,-0.028476966521529645,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1375,poly,-0.020509024601227034,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1376,poly,-0.018697615902778297,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1377,poly,-0.021131557938703603,1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1378,poly,-0.04488775130783158,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1379,poly,-0.02247986006709002,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1380,poly,-0.011272550301116402,10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1381,poly,-0.030026556145058426,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1382,poly,-0.029706912698369115,10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1383,poly,-0.0177016830404932,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1384,poly,-0.036438608798033977,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1385,poly,-0.029780050675656346,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1386,poly,-0.004767333382892991,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1387,poly,-0.02081056151408798,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1388,poly,-0.018882554724858957,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1389,poly,-0.011215661100263175,1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1390,poly,-0.0177016830404932,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1391,poly,-0.024160884683885088,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1392,poly,-0.01761045503127532,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1393,poly,-0.008413245312625639,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1394,poly,0.0023396028327044237,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1395,poly,-0.015115286833642605,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1396,poly,-0.020565895239747257,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1397,poly,-0.021402036090563792,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1398,poly,-0.021352519754791865,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1399,poly,-0.0177016830404932,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1400,poly,-0.024326638887208273,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1401,poly,-0.025934943968183476,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1402,poly,-0.013222020934480883,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1403,poly,-0.015866981670519566,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1404,poly,-0.02933301321026822,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1405,poly,-0.03548763655762186,100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1406,poly,-0.007432343741114744,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1407,poly,0.039698776848026786,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1408,poly,-0.037389926845919776,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1409,poly,-0.012854674456627135,10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1410,poly,-0.006036434410802771,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1411,poly,-0.01161544238636778,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1412,poly,-0.023837180044714378,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1413,poly,-0.034956336758365424,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1414,poly,-0.02584021632806057,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1415,poly,-0.02128866828385507,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1416,poly,-0.02177005731336843,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1417,poly,-0.0177016830404932,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1418,poly,-0.007378482560744137,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1419,poly,-0.048541169768378724,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1420,poly,-0.02047568989951327,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1421,poly,-0.026239158549333876,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1422,poly,-0.04369012193183282,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1423,poly,0.002706810933574455,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1424,poly,-0.012204171243022931,10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1425,poly,-0.006036434410802771,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1426,poly,-0.025730367862612402,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1427,poly,-0.018758226229009755,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1428,poly,-0.04196038277479373,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1429,poly,-0.016693905237285735,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1430,poly,-0.02056496205989098,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1431,poly,-0.029869010599264813,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1432,poly,-0.02115843691505126,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1433,poly,-0.02249258456390755,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1434,poly,-0.02066651853451682,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1435,poly,-0.02638973650323937,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1436,poly,-0.0177016830404932,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
