,Kernel,Average False Confidence,batch_size,eps,eps_step,max_iter,name
530,rbf,-0.06855401905293376,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
531,rbf,-0.06048421313679606,100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
532,rbf,-0.07781778717038798,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
533,rbf,-0.04330780780816608,1,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
534,rbf,-0.15023371837712404,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
535,rbf,-0.10799134662032203,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
536,rbf,-0.009890811612189632,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
537,rbf,-0.19417264116420238,10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
538,rbf,-0.056756602384987344,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
539,rbf,-0.21653001342705633,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
540,rbf,-0.12829626437528702,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
541,rbf,-0.04707829793067382,100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
542,rbf,-0.04013349573488414,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
543,rbf,-0.049517599691733374,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
544,rbf,-0.18163082758416302,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
545,rbf,0.05420240755483898,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
546,rbf,-0.06870254609776985,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
547,rbf,-0.10911488585752713,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
548,rbf,0.13645660829500855,32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
549,rbf,-0.05018011949679679,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
550,rbf,-0.05685681090689605,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
551,rbf,-0.07281001719039545,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
552,rbf,-0.10138137834801794,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
553,rbf,-0.0718675337581943,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
554,rbf,-0.03859548910913855,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
555,rbf,-0.19217526929591774,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
556,rbf,-0.03243088663897407,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
557,rbf,-0.10335179586832263,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
558,rbf,-0.13212863115035442,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
559,rbf,-0.029654901992390424,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
560,rbf,-0.03345296523869259,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
561,rbf,-0.1303216098354418,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
562,rbf,-0.03243088663897407,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
563,rbf,-0.10122209266885915,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
564,rbf,-0.09135265185151784,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
565,rbf,0.07881022159121712,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
566,rbf,-0.05637172079107313,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
567,rbf,0.05379002571908953,10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
568,rbf,-0.21782140905142486,100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
569,rbf,-0.12286175336176759,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
570,rbf,-0.043336035414225774,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
571,rbf,-0.0685479495515859,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
572,rbf,0.05247688169510094,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
573,rbf,-0.12489420126092263,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
574,rbf,-0.07626990012871335,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
575,rbf,-0.0800993404972605,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
576,rbf,-0.10157506534391578,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
577,rbf,-0.08351321173169987,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
578,rbf,-0.055946257987318185,10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
579,rbf,-0.11034676045009947,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
580,rbf,-0.025575742928357625,100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
581,rbf,-0.07143682854287822,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
582,rbf,-0.06806901302107157,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
583,rbf,-0.06881387281842696,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
584,rbf,-0.02657816592269142,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
585,rbf,-0.009890811612189632,10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
586,rbf,-0.03243088663897407,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
587,rbf,-0.03243088663897407,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
588,rbf,0.0003144325238971346,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
589,rbf,-0.0013122241690253222,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
590,rbf,-0.05686504871404905,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
591,rbf,0.041009903362838204,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
592,rbf,-0.1275837423542285,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
593,rbf,-0.1381508203483046,100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
594,rbf,-0.14288122373413856,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
595,rbf,-0.1518203723617718,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
596,rbf,-0.06871330457341233,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
597,rbf,-0.04765751169830286,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
598,rbf,0.01217980649924968,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
599,rbf,-0.11034676045009947,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
600,rbf,-0.19246305626796087,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
601,rbf,-0.03243088663897407,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
602,rbf,-0.005166052298290991,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
603,rbf,-0.03419070087567431,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
604,rbf,-0.12452404576242475,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
605,rbf,-0.12227309610262689,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
606,rbf,-0.05575152258095284,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
607,rbf,-0.12147935280891672,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
608,rbf,-0.007285251727611586,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
609,rbf,-0.06594252144436097,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
610,rbf,-0.047098514219247135,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
611,rbf,-0.049291863128827364,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
612,rbf,-0.02994385399295889,1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
613,rbf,-0.19999539719894352,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
614,rbf,-0.040147825562003955,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
615,rbf,0.048826745909357025,10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
616,rbf,-0.15536426397433653,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
617,rbf,-0.07597493060048874,10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
618,rbf,-0.03243088663897407,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
619,rbf,-0.12881260383200763,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
620,rbf,-0.07657007896479492,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
621,rbf,0.07258384039503984,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
622,rbf,-0.06714521655574643,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
623,rbf,-0.057218393323889095,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
624,rbf,0.05210608923956106,1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
625,rbf,-0.03243088663897407,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
626,rbf,-0.046309349145467894,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
627,rbf,-0.06876667505407583,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
628,rbf,0.030520105339140756,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
629,rbf,-0.02621320114288874,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
630,rbf,-0.05355220187276477,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
631,rbf,-0.06591313078427885,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
632,rbf,-0.07009153948063404,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
633,rbf,-0.06984663722381765,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
634,rbf,-0.03243088663897407,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
635,rbf,-0.057992321702420566,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
636,rbf,-0.04391941822551533,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
637,rbf,-0.055730813479878405,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
638,rbf,-0.0678147354343944,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
639,rbf,-0.07292978170600792,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
640,rbf,-0.18901054001368675,100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
641,rbf,0.013672561951867746,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
642,rbf,0.0002844293698543998,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
643,rbf,-0.186412515107899,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
644,rbf,0.007511771147319957,10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
645,rbf,-0.009890811612189632,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
646,rbf,-0.01628958783630883,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
647,rbf,-0.05314017776769797,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
648,rbf,-0.12244588557573222,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
649,rbf,-0.030061570308429198,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
650,rbf,-0.04615053505372644,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
651,rbf,-0.10111913747745402,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
652,rbf,-0.03243088663897407,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
653,rbf,0.014079451627282325,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
654,rbf,-0.22997143061684655,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
655,rbf,-0.0471406495020251,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
656,rbf,-0.07158173567265744,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
657,rbf,-0.21627087643330406,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
658,rbf,-0.02611064414560289,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
659,rbf,-0.05685681090689605,10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
660,rbf,-0.009890811612189632,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
661,rbf,-0.1345186089727952,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
662,rbf,-0.06852105444468279,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
663,rbf,-0.14916840097295034,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
664,rbf,-0.02252032564402038,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
665,rbf,-0.08551341724167236,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
666,rbf,-0.1077662426058826,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
667,rbf,-0.09017422465992272,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
668,rbf,-0.04468291672625888,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
669,rbf,-0.08802817653970404,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
670,rbf,-0.04330780780816608,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
671,rbf,-0.03243088663897407,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
672,rbf,-0.05994971498466968,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
673,rbf,-0.04330780780816608,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
674,rbf,-0.049615522104924016,10,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
675,rbf,-0.17443681825956112,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
676,rbf,-0.1466398179885274,100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
677,rbf,-0.12436722508242788,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
678,rbf,-0.10679712153830109,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
679,rbf,-0.23020372121877575,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
680,rbf,-0.03243088663897407,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
681,rbf,-0.0713623102745404,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
682,rbf,-0.05327742886411842,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
683,rbf,-0.12743705440352918,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
684,rbf,-0.03243088663897407,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
685,rbf,-0.11034676045009947,10,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
686,rbf,-0.05561567491345385,10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
687,rbf,0.07372951913066532,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
688,rbf,-0.03243088663897407,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
689,rbf,-0.13470720707024694,100,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
690,rbf,-0.009890811612189632,1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
691,rbf,-0.03243088663897407,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
692,rbf,-0.03243088663897407,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
693,rbf,-0.058725489969467824,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
694,rbf,-0.05538273825198821,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
695,rbf,-0.03243088663897407,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
696,rbf,-0.06888469009168767,10,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
697,rbf,-0.1288796681269577,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
698,rbf,-0.1338926830299538,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
699,rbf,-0.0453619866512176,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
700,rbf,-0.13109247577149125,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
701,rbf,0.05172526862319837,1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
702,rbf,-0.049016342445747485,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
703,rbf,-0.18396559230513018,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
704,rbf,-0.03243088663897407,1,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
705,rbf,-0.009890811612189632,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
706,rbf,-0.07273011408560567,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
707,rbf,-0.0655574963241572,100,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
708,rbf,0.013943832189482076,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
709,rbf,-0.1300045494332571,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
710,rbf,-0.07160828869303999,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
711,rbf,0.060074884100912794,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
712,rbf,-0.0992582270657347,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
713,rbf,-0.07787713110849012,1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
714,rbf,-0.037190216469323745,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
715,rbf,-0.08359737733224834,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
716,rbf,-0.10516455978876224,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
717,rbf,-0.04682511215517811,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
718,rbf,-0.10402684621535904,1,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
719,rbf,-0.0035251173217672794,10,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
720,rbf,-0.05867942999009294,10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
721,rbf,-0.04910861326481095,1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
722,rbf,-0.03365918371177119,1,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
723,rbf,-0.06874702012440434,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
724,rbf,-0.10336765042123605,1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
725,rbf,-0.12421030526562653,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
726,rbf,-0.1283478820043815,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
727,rbf,-0.055944340546311457,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
728,rbf,-0.22321212009207367,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
729,rbf,-0.10352143368050923,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
730,rbf,-0.0718136421985884,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
731,rbf,-0.12324391587126546,10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
732,rbf,-0.08785561865532907,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
733,rbf,-0.08797754327406668,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
734,rbf,-0.16401446549692453,1,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
735,rbf,-0.09852158358119309,10,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
736,rbf,-0.04330780780816608,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
737,rbf,-0.05781515148217893,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
738,rbf,-0.19275052674799362,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
739,rbf,-0.029634396033626033,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
740,rbf,-0.07134225387549262,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
741,rbf,-0.02975615791460511,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
742,rbf,-0.11034676045009947,1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
743,rbf,-0.1537954518873322,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
744,rbf,-0.05684855553653452,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
745,rbf,0.0278534182703686,10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
746,rbf,-0.12880589465337108,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
747,rbf,-0.13473518952290395,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
748,rbf,-0.09977363006636539,100,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
749,rbf,-0.21788614742752488,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
750,rbf,-0.049273616373460706,10,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
751,rbf,-0.06660869877652309,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
752,rbf,-0.004393377107784202,1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
753,rbf,-0.07780050684256612,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
754,rbf,-0.14323702104598854,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
755,rbf,-0.03304882606538608,1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
756,rbf,-0.1557983255195566,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
757,rbf,-0.1224117922476019,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
758,rbf,-0.15158806755979823,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
759,rbf,-0.03291400474737716,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
760,rbf,-0.06117051819984931,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
761,rbf,-0.05309733989887104,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
762,rbf,-0.088057653228193,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
763,rbf,-0.07854721869429468,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
764,rbf,-0.11205905878988073,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
765,poly,-0.016902058179804457,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
766,poly,-0.026259814801040848,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
767,poly,-0.04423998842932986,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
768,poly,-0.04377967648516523,1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
769,poly,-0.03671171008985761,100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
770,poly,-0.01900108020007347,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
771,poly,-0.020015675321224568,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
772,poly,-0.025893944939465684,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
773,poly,-0.022221601620974064,100,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
774,poly,-0.023859330329073235,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
775,poly,-0.024323095781398307,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
776,poly,-0.018297356160505186,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
777,poly,-0.02028304235064913,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
778,poly,0.0032491718557333903,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
779,poly,-0.043318417881842874,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
780,poly,-0.006036434410802771,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
781,poly,-0.020399931312002552,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
782,poly,-0.02621385110535788,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
783,poly,-0.05077442762738791,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
784,poly,-0.024332682193154744,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
785,poly,-0.020565895239747257,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
786,poly,-0.013690786099506224,10,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
787,poly,-0.006036434410802771,100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
788,poly,-0.018709779638173062,10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
789,poly,-0.025371649055800426,1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
790,poly,-0.045370044933247256,10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
791,poly,-0.0177016830404932,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
792,poly,-0.017982563057231848,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
793,poly,-0.02084903167797525,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
794,poly,-0.006036434410802771,10,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
795,poly,-0.025792109543236675,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
796,poly,-0.04279246329192428,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
797,poly,-0.02085960938591245,100,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
798,poly,-0.015145288684215252,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
799,poly,-0.008596933656782779,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
800,poly,-0.021135252235103374,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
801,poly,-0.023126632383692815,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
802,poly,-0.011433724726302729,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
803,poly,-0.0114538706478021,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
804,poly,-0.0177016830404932,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
805,poly,-0.03556399671993904,10,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
806,poly,-0.025403265239919936,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
807,poly,-0.019835763027397736,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
