,Kernel,Average False Confidence,Attack,batch_size,eps,eps_step,max_iter,name
545,rbf,-0.006309512708589133,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
546,rbf,0.0966124846318904,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
547,rbf,-0.010253547214457797,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
548,rbf,0.2884668456952952,"{'batch_size': 32, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
549,rbf,0.14582852855856168,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
550,rbf,0.20944524586459679,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
551,rbf,-0.0031222131234599337,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
552,rbf,0.013591601346980581,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
553,rbf,0.011194368742015648,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
554,rbf,0.09480184520527532,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
555,rbf,0.193083280463079,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
556,rbf,0.059965549842546435,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
557,rbf,0.008548662107387042,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
558,rbf,0.2293820132468668,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
559,rbf,0.10561415717900928,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 10}",10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
560,rbf,0.13989552931229338,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
561,rbf,0.1386538199555902,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
562,rbf,0.059965549842546435,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
563,rbf,0.013997894866703903,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
564,rbf,0.16651631243673343,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
565,rbf,0.25011299054089314,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
566,rbf,0.0896960835015202,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 1}",1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
567,rbf,-0.005651223489257264,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
568,rbf,0.22924396397974348,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
569,rbf,0.14737928320856283,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 10}",10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
570,rbf,0.07782588518770286,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
571,rbf,0.0972032317883582,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
572,rbf,0.06440831053746511,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
573,rbf,0.030076157970134874,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
574,rbf,0.1814453440906203,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
575,rbf,0.0646218780992107,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
576,rbf,0.15047584188833574,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
577,rbf,0.06364203638413603,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
578,rbf,0.1983209867551183,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
579,rbf,-0.013904512234642601,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
580,rbf,0.10582170574758386,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
581,rbf,0.09751275684098594,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 100}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
582,rbf,0.14996613738838335,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
583,rbf,0.14291805454271647,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
584,rbf,0.32090070698607076,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
585,rbf,0.08963723448712813,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
586,rbf,0.059965549842546435,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
587,rbf,0.059965549842546435,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
588,rbf,0.3249507089870789,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
589,rbf,0.2549130133976545,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
590,rbf,0.2095537455614639,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
591,rbf,0.04256799691421165,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
592,rbf,0.16123308844246778,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
593,rbf,0.22607756578397847,"{'batch_size': 100, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
594,rbf,0.12629081368821793,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 100}",100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
595,rbf,0.12087748499350638,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
596,rbf,0.09659260576914497,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
597,rbf,0.12682406683971087,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
598,rbf,0.2777275501378278,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
599,rbf,-0.013904512234642601,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.1, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
600,rbf,0.19316739787282933,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
601,rbf,0.059965549842546435,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
602,rbf,0.05647888337300689,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
603,rbf,0.13836827829352877,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
604,rbf,0.14864216090969504,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
605,rbf,0.10368578692412049,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1, 'batch_size': 100}",100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
606,rbf,0.1961495508328695,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
607,rbf,0.1534071503644101,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
608,rbf,0.06997661563710103,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
609,rbf,-0.002987600617297952,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
610,rbf,0.12653368181659175,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
611,rbf,0.13902959289231964,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
612,rbf,0.10137836939845105,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
613,rbf,0.2178425589941822,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
614,rbf,0.16325965926179717,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
615,rbf,0.0022431678281330737,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
616,rbf,0.11711543005283659,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
617,rbf,-0.003189701451806839,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
618,rbf,0.059965549842546435,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
619,rbf,0.1245649373795656,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 1, 'batch_size': 100}",100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
620,rbf,-0.0032027839799460955,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
621,rbf,0.24784696575925003,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.0001, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
622,rbf,0.10949141937167683,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
623,rbf,0.13244430216660177,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 10, 'batch_size': 1}",1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
624,rbf,-0.003707753984686908,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
625,rbf,0.059965549842546435,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
626,rbf,0.0950732399608937,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.01, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
627,rbf,0.14711097524255487,"{'batch_size': 1, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
628,rbf,0.09542321888073863,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
629,rbf,0.3199106785910358,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
630,rbf,0.17412056686597452,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
631,rbf,0.11292862484541077,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
632,rbf,0.10126921251626485,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 1}",1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
633,rbf,0.10195298086712834,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
634,rbf,0.059965549842546435,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
635,rbf,0.09247677014265493,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 1, 'batch_size': 10}",10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
636,rbf,0.08111918562742405,"{'batch_size': 10, 'eps': 0.01, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
637,rbf,0.19591962917911546,"{'batch_size': 1, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
638,rbf,0.16877853759008737,"{'batch_size': 1, 'eps': 0.01, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
639,rbf,-0.003124703580006256,"{'batch_size': 100, 'eps': 1, 'eps_step': 0.001, 'max_iter': 10, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
640,rbf,0.07566399899091582,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 100}",100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
641,rbf,0.28014699991445396,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 1}",1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
642,rbf,0.32494788913198014,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.0001, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
643,rbf,0.22464940119133225,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 10, 'batch_size': 10}",10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
644,rbf,0.06510610544681143,"{'batch_size': 10, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
645,rbf,0.08963723448712813,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
646,rbf,0.2276535451307226,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 10}",10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
647,rbf,0.1836125432473592,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.01, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
648,rbf,0.15684345734288485,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1, 'batch_size': 1}",1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
649,rbf,0.21588469182961723,"{'batch_size': 10, 'eps': 1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
650,rbf,0.11964837588104331,"{'batch_size': 10, 'eps': 0.001, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
651,rbf,0.19403174988902805,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
652,rbf,0.059965549842546435,"{'batch_size': 100, 'eps': 0.1, 'eps_step': 0.01, 'max_iter': 100, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
653,rbf,0.28080283205801715,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 1, 'eps_step': 0.01, 'max_iter': 100, 'batch_size': 100}",100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
654,rbf,0.23135256617807534,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 100, 'batch_size': 100}",100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
655,rbf,0.12715206084142194,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.001, 'max_iter': 1000, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
656,rbf,0.014115490103057588,"{'batch_size': 100, 'eps': 0.001, 'eps_step': 0.01, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
657,rbf,0.2279062260000511,"{'name': 'art.attacks.evasion.ProjectedGradientDescent', 'eps': 0.001, 'eps_step': 0.001, 'max_iter': 10, 'batch_size': 10}",10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
658,rbf,0.3200712399988758,"{'batch_size': 1, 'eps': 0.1, 'eps_step': 0.1, 'max_iter': 1, 'name': 'art.attacks.evasion.ProjectedGradientDescent'}",1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
