,Kernel,Average False Confidence After Retraining,batch_size,eps,eps_step,max_iter,name
567,rbf,-0.4086640861417839,10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
568,rbf,-0.4371435714848766,100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
569,rbf,-0.4315340135446676,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
570,rbf,-0.421232219300237,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
571,rbf,-0.4284478701654806,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
572,rbf,-0.4102651904936153,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
573,rbf,-0.4305949479848162,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
574,rbf,-0.4294764670663315,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
575,rbf,-0.4298376528216371,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
576,rbf,-0.43305478877083636,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
577,rbf,-0.4303297912681805,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
578,rbf,-0.4297046347425275,10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
579,rbf,-0.43302209010882026,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
580,rbf,-0.4240720509747467,100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
581,rbf,-0.4290178052449681,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
582,rbf,-0.4322290808943993,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
583,rbf,-0.4317356260317585,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
584,rbf,-0.19955170658544116,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
585,rbf,-0.4235466357821781,10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
586,rbf,-0.4263812866546005,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
587,rbf,-0.4263812866546005,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
588,rbf,-0.1503340612176859,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
589,rbf,-0.41980600925278444,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
590,rbf,-0.43035228080679905,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
591,rbf,-0.4123094137617238,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
592,rbf,-0.43078639424470727,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
593,rbf,-0.43483630008802265,100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
594,rbf,-0.4321232463922949,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
595,rbf,-0.4329511166193057,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
596,rbf,-0.4284747825716933,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
597,rbf,-0.4251106556018403,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
598,rbf,-0.4177793799409633,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
599,rbf,-0.43302209010882026,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
600,rbf,-0.43510366672104,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
601,rbf,-0.4263812866546005,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
602,rbf,-0.4180989000664802,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
603,rbf,-0.4254270484675557,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
604,rbf,-0.43154828672700246,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
605,rbf,-0.4322007148060101,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
606,rbf,-0.42957678215691386,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
607,rbf,-0.4341389554794904,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
608,rbf,-0.4191663431662416,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
609,rbf,-0.43126482217311496,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
610,rbf,-0.4248213444895245,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
611,rbf,-0.42592391536821467,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
612,rbf,-0.4243614786683586,1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
613,rbf,-0.43228086133843846,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
614,rbf,-0.4197549983638798,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
615,rbf,-0.40976885468570495,10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
616,rbf,-0.43327441646686965,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
617,rbf,-0.4318358044646293,10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
618,rbf,-0.4263812866546005,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
619,rbf,-0.4323350173259686,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
620,rbf,-0.43186932525953503,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
621,rbf,-0.41212118235909373,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
622,rbf,-0.428535599249233,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
623,rbf,-0.42738686721763897,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
624,rbf,-0.409156409767489,1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
625,rbf,-0.4263812866546005,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
626,rbf,-0.42257018956431663,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
627,rbf,-0.43169605352046664,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
628,rbf,-0.4146806900996037,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
629,rbf,-0.20566807729279918,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
630,rbf,-0.42823580167111175,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
631,rbf,-0.42839557562652414,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
632,rbf,-0.428867566686299,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
633,rbf,-0.42884012508194047,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
634,rbf,-0.4263812866546005,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
635,rbf,-0.4278554799797895,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
636,rbf,-0.42149489034565946,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
637,rbf,-0.42956321253734747,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
638,rbf,-0.43141073141316505,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
639,rbf,-0.4316636830883047,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
640,rbf,-0.43613396206721317,100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
641,rbf,-0.4175464201233875,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
642,rbf,-0.1503834569559815,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
643,rbf,-0.43546439285358374,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
644,rbf,-0.4178378916693683,10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
645,rbf,-0.4235466357821781,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
646,rbf,-0.4218952251872609,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
647,rbf,-0.42609093451070057,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
648,rbf,-0.43124439578687557,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
649,rbf,-0.3855562796072979,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
650,rbf,-0.42432035857031786,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
651,rbf,-0.43144110960735416,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
652,rbf,-0.4263812866546005,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
653,rbf,-0.4174826131483643,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
654,rbf,-0.43352593899772046,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
655,rbf,-0.4248201341771627,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
656,rbf,-0.427826208293692,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
657,rbf,-0.43706289635517337,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
658,rbf,-0.2046354505297652,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
659,rbf,-0.43034612676302003,10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
660,rbf,-0.4235466357821781,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
661,rbf,-0.43494809638351994,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
662,rbf,-0.432273577022259,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
663,rbf,-0.43255017248466443,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
664,rbf,-0.42472240985789483,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
665,rbf,-0.4339382717773577,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
666,rbf,-0.4327758800217001,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
667,rbf,-0.4310308688951616,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
668,rbf,-0.42358449756862604,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
669,rbf,-0.4337643315574129,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
670,rbf,-0.42121950169772654,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
671,rbf,-0.4263812866546005,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
672,rbf,-0.42641683102265193,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
673,rbf,-0.42121950169772654,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
674,rbf,-0.4261140930228895,10,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
675,rbf,-0.4371592832357426,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
676,rbf,-0.43366773488520827,100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
677,rbf,-0.43154599354153866,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
678,rbf,-0.43271570501183754,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
679,rbf,-0.4392320268384973,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
680,rbf,-0.4263812866546005,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
681,rbf,-0.4277258651989308,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
682,rbf,-0.42807841483504766,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
683,rbf,-0.4312977535880499,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
684,rbf,-0.4263812866546005,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
685,rbf,-0.43302209010882026,10,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
686,rbf,-0.42948819549081807,10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
687,rbf,-0.4091264764956138,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
688,rbf,-0.4263812866546005,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
689,rbf,-0.43456933147400423,100,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
690,rbf,-0.4235466357821781,1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
691,rbf,-0.4263812866546005,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
692,rbf,-0.4263812866546005,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
693,rbf,-0.42606763973223916,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
694,rbf,-0.4301636202971251,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
695,rbf,-0.4263812866546005,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
696,rbf,-0.4284912924860897,10,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
697,rbf,-0.43233322649849804,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
698,rbf,-0.4312749386056928,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
699,rbf,-0.4239360319202777,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
700,rbf,-0.4320850827833387,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
701,rbf,-0.4091278031996379,1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
702,rbf,-0.42578099634153477,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
703,rbf,-0.4315908399487244,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
704,rbf,-0.4263812866546005,1,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
705,rbf,-0.4235466357821781,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
706,rbf,-0.4276325695375984,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
707,rbf,-0.43197980992960106,100,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
708,rbf,-0.41750389516495423,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
709,rbf,-0.43088597888169006,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
710,rbf,-0.42872198627012176,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
711,rbf,-0.41326862328531355,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
712,rbf,-0.43144029395764066,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
713,rbf,-0.43194280770713533,1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
714,rbf,-0.42590688731407395,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
715,rbf,-0.4338351453356782,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
716,rbf,-0.4318480393986399,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
717,rbf,-0.42282071555525674,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
718,rbf,-0.43247725677015153,1,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
719,rbf,-0.4168385146571165,10,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
720,rbf,-0.42607249410649756,10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
721,rbf,-0.4258288015929881,1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
722,rbf,-0.4219588804861505,1,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
723,rbf,-0.43229577818235543,10,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
724,rbf,-0.43167430479556124,1,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
725,rbf,-0.4315448247068147,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
726,rbf,-0.43238985617627407,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
727,rbf,-0.4297046044017365,1,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
728,rbf,-0.4374219520510747,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
729,rbf,-0.4293335851754426,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
730,rbf,-0.4277799476370624,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
731,rbf,-0.4305360315999838,10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
732,rbf,-0.4337524037309277,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
733,rbf,-0.43376035668220553,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
734,rbf,-0.43672036686054455,1,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
735,rbf,-0.43139798567158005,10,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
736,rbf,-0.42121950169772654,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
737,rbf,-0.4260185210219708,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
738,rbf,-0.43511516539853895,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
739,rbf,-0.4244043012679269,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
740,rbf,-0.4277167040247694,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
741,rbf,-0.42438459595595196,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
742,rbf,-0.43302209010882026,1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
743,rbf,-0.43011835422268946,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
744,rbf,-0.43033996762165927,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
745,rbf,-0.41408041172810944,10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
746,rbf,-0.4323352337090672,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
747,rbf,-0.4349644974477028,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
748,rbf,-0.43080182710262094,100,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
749,rbf,-0.4359727798314539,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
750,rbf,-0.4259144339249247,10,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
751,rbf,-0.43130308965201836,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
752,rbf,-0.41694428967317615,1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
753,rbf,-0.4286795146589468,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
754,rbf,-0.4321563727602606,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
755,rbf,-0.42483221150669964,1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
756,rbf,-0.43648896602891135,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
757,rbf,-0.4312449642624444,1,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
758,rbf,-0.43264648102451,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
759,rbf,-0.42312339270597527,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
760,rbf,-0.42807167298506094,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
761,rbf,-0.42613250693659616,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
762,rbf,-0.4341341432798662,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
763,rbf,-0.42873860883042786,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
764,rbf,-0.4339158090403359,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
765,poly,-0.4053039808172258,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
766,poly,-0.4077097490666731,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
767,poly,-0.40749140242117404,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
768,poly,-0.4093496081265437,1,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
769,poly,-0.4085178594253716,100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
770,poly,-0.40709354308813694,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
771,poly,-0.4068149700487637,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
772,poly,-0.40602138180616765,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
773,poly,-0.4065394287562183,100,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
774,poly,-0.407483447609086,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
775,poly,-0.40752719568694007,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
776,poly,-0.4074579651253501,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
777,poly,-0.40763191619732964,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
778,poly,-0.4048219380122598,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
779,poly,-0.40925260142707365,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
780,poly,-0.4050974202730035,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
781,poly,-0.40773811319641706,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
782,poly,-0.40760992130372736,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
783,poly,-0.4112506884569204,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
784,poly,-0.4074247743034372,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
785,poly,-0.4070998476345313,1,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
786,poly,-0.40681989705009813,10,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
787,poly,-0.4050974202730035,100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
788,poly,-0.4064785921746108,10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
789,poly,-0.4076138486148193,1,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
790,poly,-0.40953651552382775,10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
791,poly,-0.4050926628204852,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
792,poly,-0.40744441527181074,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
793,poly,-0.4076910701157273,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
794,poly,-0.4050974202730035,10,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
795,poly,-0.4076856929633676,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
796,poly,-0.41010622271722474,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
797,poly,-0.40709778897603044,100,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
798,poly,-0.4074091654330468,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
799,poly,-0.40453602544638256,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
800,poly,-0.4077193092714022,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
801,poly,-0.4075710514538671,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
802,poly,-0.40655921244310095,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
803,poly,-0.4065619950288113,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
804,poly,-0.4050926628204852,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
805,poly,-0.4083859538100145,10,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
806,poly,-0.4076858546945465,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
807,poly,-0.4060426927508086,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
808,poly,-0.40837524266245234,10,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
809,poly,-0.4068130859503357,1,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
810,poly,-0.407098178545168,100,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
811,poly,-0.40546378589627957,10,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
812,poly,-0.4084693307676756,10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
813,poly,-0.4073813562045646,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
814,poly,-0.4082222199765323,1,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
815,poly,-0.40744869160174524,10,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
816,poly,-0.40725748941836826,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
817,poly,-0.40747385264352176,100,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
818,poly,-0.4059465536375558,10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
819,poly,-0.4059080263296032,1,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
820,poly,-0.4080641716655147,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
821,poly,-0.4072774169920408,10,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
822,poly,-0.4087188305552301,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
823,poly,-0.4094458372678585,1,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
824,poly,-0.4073320191576397,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
825,poly,-0.40744776333137417,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
826,poly,-0.4058541482666896,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
827,poly,-0.40718481804176493,100,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
828,poly,-0.40601830790001303,100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
829,poly,-0.20706396994143117,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
830,poly,-0.4074847740422458,1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
831,poly,-0.407464755870663,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
832,poly,-0.4050974202730035,10,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
833,poly,-0.4075526613485623,10,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
834,poly,-0.4050974202730035,1,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
835,poly,-0.40768380013914046,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
836,poly,-0.40558954840337913,100,0.1,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
837,poly,-0.40469241335192974,1,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
838,poly,-0.4060121329773139,100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
839,poly,-0.4050926628204852,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
840,poly,-0.4074512125364131,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
841,poly,-0.4074236798454939,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
842,poly,-0.4064951953505254,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
843,poly,-0.40747079269875175,10,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
844,poly,-0.4058066548923074,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
