,Kernel,Average False Confidence After Retraining,batch_size,eps,eps_step,max_iter,name
1192,poly,-0.4090548955559714,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1193,poly,-0.40653707113027737,1,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1194,poly,-0.4075220463696181,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1195,poly,-0.40477093250056007,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1196,poly,-0.4080883204892601,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1197,poly,-0.40722179034659084,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1198,poly,-0.4050974202730035,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1199,poly,-0.40741748959055607,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1200,poly,-0.40755945605733684,100,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1201,poly,-0.40769395665756464,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1202,poly,-0.4050974202730035,10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1203,poly,-0.4062439544627715,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1204,poly,-0.4072235134491873,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1205,poly,-0.410285313600952,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1206,poly,-0.40584128728764796,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1207,poly,-0.4096196975279174,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1208,poly,-0.408232430995889,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1209,poly,-0.40752738790374776,100,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1210,poly,-0.4071609363823746,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1211,poly,-0.40708195509524864,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1212,poly,-0.40535527907943136,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1213,poly,-0.40799361402011897,10,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1214,poly,-0.4065746013589076,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1215,poly,-0.4050974202730035,10,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1216,poly,-0.40538839142697347,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1217,poly,-0.4070784266909993,10,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1218,poly,-0.40734526076567884,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1219,poly,-0.4057979204743507,1,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1220,poly,-0.4050926628204852,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1221,poly,-0.40939035557405534,100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1222,poly,-0.4050974202730035,100,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1223,poly,-0.40551566668188394,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1224,poly,-0.40716435941038837,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1225,poly,-0.38682294454366295,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1226,poly,-0.40469737548402207,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1227,poly,-0.4072378187606114,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1228,poly,-0.40768471554687546,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1229,poly,-0.4050974202730035,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1230,poly,-0.40945390774452106,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1231,poly,-0.40752337957393686,100,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1232,poly,-0.4080225413514406,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1233,poly,-0.4080714219908879,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1234,poly,-0.40584558190982173,1,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1235,poly,-0.40722530607904545,100,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1236,poly,-0.40597799969130655,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1237,poly,-0.4074741289039824,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1238,poly,-0.40746719985371965,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1239,poly,-0.4072849424964775,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1240,poly,-0.40938675021391446,10,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1241,poly,-0.40799084519182655,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1242,poly,-0.4050974202730035,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1243,poly,-0.4102810801749759,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1244,poly,-0.40806690098618115,10,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1245,poly,-0.4074688836795547,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1246,poly,-0.4050974202730035,1,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1247,poly,-0.40728289608516804,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1248,poly,-0.40683772322269723,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1249,poly,-0.4067325121089293,100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1250,poly,-0.4073495645157755,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1251,poly,-0.4072475185561727,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1252,poly,-0.407288300597458,100,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1253,poly,-0.4074080363212175,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1254,poly,-0.4072850696019127,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1255,poly,-0.4050974202730035,100,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1256,poly,-0.40655084212873743,100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1257,poly,-0.4098132898593164,10,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1258,poly,-0.4072142021447496,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1259,poly,-0.4058485885690956,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1260,poly,-0.40731078269440113,1,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1261,poly,-0.4058685167811928,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1262,poly,-0.4076094301550228,1,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1263,poly,-0.4072978171089094,100,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1264,poly,-0.4050926628204852,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1265,poly,-0.40939625985525574,10,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1266,poly,-0.4079923662748813,1,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1267,poly,-0.4046946442605972,100,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1268,poly,-0.4098644753813675,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1269,poly,-0.4074691179972685,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1270,poly,-0.40723768331110677,1,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1271,poly,-0.40745917113265484,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1272,poly,-0.407465697522698,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1273,poly,-0.4074495336907079,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1274,poly,-0.40773602418772614,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1275,poly,-0.40773508729915764,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1276,poly,-0.40983005101907,1,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1277,poly,-0.4058541482666896,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1278,poly,-0.4050974202730035,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1279,poly,-0.4072165825311151,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1280,poly,-0.4072489812761693,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1281,poly,-0.40773635461923596,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1282,poly,-0.4072292360960628,10,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1283,poly,-0.407470633721815,1,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1284,poly,-0.4069226352950847,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1285,poly,-0.4099255007019334,1,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1286,poly,-0.4072265871745834,1,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1287,poly,-0.4057979204743507,10,1.0,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1288,poly,-0.40961033779394,1,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1289,poly,-0.4054856575478966,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1290,poly,-0.4072133503817769,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1291,poly,-0.40710898641246523,10,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1292,poly,-0.40751435014382564,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1293,poly,-0.40728289608516804,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1294,poly,-0.4050974202730035,1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1295,poly,-0.407463346275861,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1296,poly,-0.4071625676531632,100,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1297,poly,-0.40823202648987367,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1298,poly,-0.4059465536375558,1,1.0,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1299,poly,-0.40727180147823516,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1300,poly,-0.40660436357395807,1,0.01,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1301,poly,-0.4050974202730035,10,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1302,poly,-0.4085090489526232,10,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1303,poly,-0.407288300597458,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1304,poly,-0.4075193153528307,10,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1305,poly,-0.40838293491926697,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1306,poly,-0.40675431791571554,100,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1307,poly,-0.4054813868265287,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1308,poly,-0.4073025896010252,100,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1309,poly,-0.41036791291986213,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1310,poly,-0.40468662611341794,1,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1311,poly,-0.4076837125376967,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1312,poly,-0.40657734340911966,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1313,poly,-0.07816133726648261,32,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1314,poly,-0.4070328237643215,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1315,poly,-0.40728333287018337,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1316,poly,-0.40821622579033523,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1317,poly,-0.40939631981577757,10,0.1,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1318,poly,-0.4076962447231817,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1319,poly,-0.40735231485542756,10,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1320,poly,-0.4085037490260344,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1321,poly,-0.4050926628204852,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1322,poly,-0.40939340065987123,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1323,poly,-0.40762553590200523,10,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1324,poly,-0.4072118395168821,10,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1325,poly,-0.40646310450941525,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1326,poly,-0.4072985235676026,100,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1327,poly,-0.4050926628204852,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1328,poly,-0.40939651588319825,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1329,poly,-0.407721832313063,100,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1330,poly,-0.4056766049115875,10,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1331,poly,-0.40751865169437396,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1332,poly,-0.404698196371152,10,0.001,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1333,poly,-0.40750240889912986,100,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1334,poly,-0.4080672327955359,10,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1335,poly,-0.4059497448435269,1,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1336,poly,-0.40768038002520457,10,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1337,poly,-0.40484922697957143,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1338,poly,-0.4080332957143273,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1339,poly,-0.40737881007615134,100,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1340,poly,-0.4077391644203269,1,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1341,poly,-0.40809611285740294,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1342,poly,-0.40700668689795694,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1343,poly,-0.4073093325437511,10,1.0,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1344,poly,-0.40654677941139267,10,1.0,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1345,poly,-0.405950198600802,100,0.1,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1346,poly,-0.40708679208638854,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1347,poly,-0.40751457119505796,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1348,poly,-0.40746740873706117,100,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1349,poly,-0.2824529691111442,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1350,poly,-0.4050974202730035,10,0.001,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1351,poly,-0.4050926628204852,100,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1352,poly,-0.4050926628204852,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1353,poly,-0.20689018494827643,1,0.001,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1354,poly,-0.40624389840304465,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1355,poly,-0.40728289608516804,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1356,poly,-0.4050887313590855,1,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1357,poly,-0.40629279773232596,100,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1358,poly,-0.4076136490076715,100,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1359,poly,-0.40748516545592856,100,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1360,poly,-0.40764383216271893,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1361,poly,-0.4076836943805249,100,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1362,poly,-0.4068111982096788,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1363,poly,-0.4058584200058482,100,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1364,poly,-0.40654677941139267,100,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1365,poly,-0.40850606467966766,1,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1366,poly,-0.4050926628204852,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1367,poly,-0.40592628718092855,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1368,poly,-0.40675306090629304,1,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1369,poly,-0.4080793051188373,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1370,poly,-0.40836330003530236,100,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1371,poly,-0.4073102472496497,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1372,poly,-0.40836361521662157,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1373,poly,-0.4060737648203755,10,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1374,poly,-0.4081951227754848,1,1.0,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1375,poly,-0.40675631395807665,100,0.001,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1376,poly,-0.40695831989606623,100,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1377,poly,-0.40722527461284436,1,0.01,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1378,poly,-0.4093706448055447,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1379,poly,-0.405474417927635,1,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1380,poly,-0.404835727917751,10,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1381,poly,-0.4077104256507974,1,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1382,poly,-0.40822617047367804,10,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1383,poly,-0.4050926628204852,10,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1384,poly,-0.4083659880829428,100,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1385,poly,-0.4082280563559217,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1386,poly,-0.40572924188635334,100,1.0,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1387,poly,-0.407098178545168,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1388,poly,-0.4070918286959454,1,1.0,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1389,poly,-0.40475448309623685,1,0.01,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1390,poly,-0.4050926628204852,1,0.01,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1391,poly,-0.4062743532308422,1,0.01,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1392,poly,-0.4074704100959468,1,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1393,poly,-0.4053901434465329,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1394,poly,-0.28961240775041514,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1395,poly,-0.4072539854774215,10,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1396,poly,-0.4070998476345313,1,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1397,poly,-0.40709130014113726,1,0.01,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1398,poly,-0.40709202936838645,10,0.001,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1399,poly,-0.4050926628204852,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1400,poly,-0.4075272514540773,10,0.001,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1401,poly,-0.4060152371707961,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1402,poly,-0.4073102746954881,1,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1403,poly,-0.40744980103454936,1,0.01,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1404,poly,-0.4082165995517941,100,1.0,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1405,poly,-0.40837717916058547,100,0.001,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1406,poly,-0.4058110106274296,1,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1407,poly,-0.20697719352012128,10,0.001,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1408,poly,-0.4072846038978366,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1409,poly,-0.4058636857326669,10,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1410,poly,-0.4050974202730035,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1411,poly,-0.4065840000860146,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1412,poly,-0.4072138698020117,1,0.01,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1413,poly,-0.40806664410903926,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1414,poly,-0.3983776874378814,10,1.0,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1415,poly,-0.4066590549002118,10,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1416,poly,-0.40753532153821687,1,0.1,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1417,poly,-0.4050926628204852,100,0.1,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1418,poly,-0.4057979204743507,100,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1419,poly,-0.4099204318216795,100,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1420,poly,-0.406758634392294,1,0.1,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1421,poly,-0.40771254267926993,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1422,poly,-0.40752186916510086,10,0.001,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1423,poly,-0.2884041983977889,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1424,poly,-0.40728333287018337,10,0.001,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1425,poly,-0.4050974202730035,100,0.1,0.01,1000,art.attacks.evasion.ProjectedGradientDescent
1426,poly,-0.40762644656676483,1,0.001,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1427,poly,-0.4075189837936975,10,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1428,poly,-0.40710042050320927,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1429,poly,-0.40538708539170215,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1430,poly,-0.40766193967655906,1,0.01,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1431,poly,-0.4066096821074004,1,0.01,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1432,poly,-0.4074703641110834,100,0.1,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1433,poly,-0.40650360886080605,10,0.1,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1434,poly,-0.40776500975474306,1,0.1,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1435,poly,-0.4059465536375558,100,1.0,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1436,poly,-0.4050926628204852,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1437,poly,-0.4071493085759926,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1438,poly,-0.4059465536375558,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1439,poly,-0.4069878823097106,10,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1440,poly,-0.41020286177781756,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1441,poly,-0.40726580019508396,100,0.1,0.01,10,art.attacks.evasion.ProjectedGradientDescent
1442,poly,-0.4080781234129477,100,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1443,poly,-0.40755904140447397,100,0.01,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1444,poly,-0.40962740146876486,10,0.01,0.001,10,art.attacks.evasion.ProjectedGradientDescent
1445,poly,-0.4050926628204852,100,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1446,poly,-0.4076816114807224,100,1.0,0.001,1,art.attacks.evasion.ProjectedGradientDescent
1447,poly,-0.40724069929479056,100,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1448,poly,-0.4080514103631206,100,1.0,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1449,poly,-0.4050926628204852,10,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1450,poly,-0.40654677941139267,10,1.0,0.1,100,art.attacks.evasion.ProjectedGradientDescent
1451,poly,-0.40731017525395524,10,0.001,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1452,poly,-0.4057357593535758,10,1.0,0.01,100,art.attacks.evasion.ProjectedGradientDescent
1453,poly,-0.4050926628204852,1,0.01,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1454,poly,-0.4076136989967987,100,0.001,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1455,poly,-0.4050974202730035,1,0.01,0.1,1000,art.attacks.evasion.ProjectedGradientDescent
1456,poly,-0.4050926628204852,1,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
1457,poly,-0.4050926628204852,1,0.01,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1458,poly,-0.4072378212328851,1,1.0,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1459,poly,-0.40725760532469435,100,0.1,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1460,poly,-0.4050926628204852,10,0.001,0.0001,100,art.attacks.evasion.ProjectedGradientDescent
1461,poly,-0.40768385026671033,10,0.1,0.0001,1,art.attacks.evasion.ProjectedGradientDescent
1462,poly,-0.4083654381925804,10,0.001,0.01,1,art.attacks.evasion.ProjectedGradientDescent
1463,poly,-0.4073439220988088,10,0.1,0.0001,10,art.attacks.evasion.ProjectedGradientDescent
1464,poly,-0.40657084136572763,10,0.1,0.1,10,art.attacks.evasion.ProjectedGradientDescent
1465,poly,-0.4082809250729533,1,0.1,0.1,1,art.attacks.evasion.ProjectedGradientDescent
1466,poly,-0.4047557955357837,1,0.01,0.001,1000,art.attacks.evasion.ProjectedGradientDescent
1467,poly,-0.4069342016607939,1,0.001,0.0001,1000,art.attacks.evasion.ProjectedGradientDescent
1468,poly,-0.40933522410505313,100,1.0,0.001,100,art.attacks.evasion.ProjectedGradientDescent
