,data.generate.class_sep,data.generate.n_classes,data.generate.n_features,data.generate.n_informative,data.generate.n_redundant,data.generate.n_repeated,data.generate.n_samples,data.name,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.time_series,data.sample.train_size,model.init.C,model.init.coef0,model.init.degree,model.init.kernel,model.init.max_iter,model.init.name,model.init.probability,scorers.accuracy.name,scorers.accuracy.normalize,scorers.f1.average,scorers.f1.name,scorers.precision.average,scorers.precision.name,scorers.recall.average,scorers.recall.name,files.attack_file,files.attack_predictions_file,files.attack_probabilities_file,files.attack_samples_file,files.attack_score_dict_file,files.attack_time_dict_file,files.data_file,files.ground_truth_file,files.model_file,files.params_file,files.path,files.predictions_file,files.probabilities_file,files.reports,files.score_dict_file,files.time_dict_file,accuracy,f1,precision,recall,fit_time,predict_time,proba_time,model.init.gamma,model.sklearn_pipeline.feature_selection.name,model.sklearn_pipeline.feature_selection.with_mean,model.sklearn_pipeline.feature_selection.with_std,attack.init.name,attack.init.eps,attack.init.eps_step,attack.init.max_iter,attack.init.batch_size,attack.generate.attack_size,files.samples_file,attack_fit_time,attack_predict_time,attack_proba_time,model.art_pipeline.trainer_defence.name,model.art_pipeline.trainer_defence.ratio,Kernel,Features,Samples,input_size
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,10.0,100000.0,4,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/9a3a7fb84dfa5a51004c75ef471d0b58.pickle,params.json,reports/model_queue/2da0353ee436921689963afc99cee496,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.3601011236,0.3640352804,0.3722862912,0.3601011236,8.700373849987954e-05,9.583951314606964e-06,9.73248576405383e-06,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,10000,1000000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,10000.0,0.01,2,linear,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/1ce0ffe8b70dcea0dbe50e28a0e40d95.pickle,params.json,reports/model_queue/76dfd7bd41f616683478538acc5d311f,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.544,0.5567365734,0.5982260187,0.544,8.84453633000021e-05,9.85167514606724e-06,1.008829122471898e-05,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,linear,10,10000,1000000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,100,100000.0,1.0,2,linear,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/5048c8b0cfeb3c18600b08a0325b238b.pickle,ground_truth.json,model_queue/model/06bf6cb927177948120758fe99c53cb4.pickle,params.json,reports/model_queue/500dad7f6d915a2ed2300134c0331773,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5501213347,0.5513492955,0.5555690518,0.5501213347,6.0694129999774304e-05,1.580891688574652e-06,1.7979069666332177e-06,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,linear,10,100,1000000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,10000,10.0,0.0001,4,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/1332ceae94be76b20525d9dbb1b61dc8.pickle,ground_truth.json,model_queue/model/a8205111c4c70a3a752df8b61a053044.pickle,params.json,reports/model_queue/d12232df12d3cc0ed977d7eb6190005b,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.9903888889,0.9903890923,0.9904314116,0.9903888889,0.000489050909599996,0.00010229245682222149,7.930437044444338e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,10000,10100000
0,1,2,10,9,0,0,101000,classification,42,True,True,1000,True,10000,100.0,0.1,1,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/581107a2ee32dfca25b871561269b320.npz,ground_truth.json,models/cd5ff15286104d5fdf0a443654beeb44.pkl,params.json,reports/train/1b9e61b471e2e8f6d8bbe1904e4174c0,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.6166444444,0.6378265215,0.72132604,0.6166444444,9.867345039997418e-05,1.1398341922222244e-05,1.1849936377782595e-05,,,,,,,,,,,,,,,,,poly,10,10000,1010000
0,1,2,100,99,0,0,110000,classification,42,True,True,1000,True,100000,10000.0,10.0,3,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/42871f8d8f378f7ecf95fd9e760de151.npz,ground_truth.json,models/7eda96403f4db6c71ab3c4156ec8a1f7.pkl,params.json,reports/train/affed5b78c4fdf6adca16fe21647ef5d,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.7708888889,0.7709473021,0.7716088127,0.7708888889,0.0015926069793199714,6.103506833379571e-05,6.246517788935711e-05,,,,,,,,,,,,,,,,,poly,100,100000,11000000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,100,1.0,1.0,2,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/b4fad09373e308a474653d4a60f39244.pickle,ground_truth.json,model_queue/model/4a7db8cff7021625987e6e6164d363f8.pickle,params.json,reports/model_queue/4410324088a9a79542c370231fbe2c59,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.7374074074,0.737408419,0.7374174532,0.7374074074,5.449403000000075e-05,4.956162342342356e-06,5.306668818818807e-06,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.3,0.001,100.0,30.0,100.0,samples.json,,,,,,poly,100,100,10100000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,100,0.01,100.0,4,linear,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/5048c8b0cfeb3c18600b08a0325b238b.pickle,ground_truth.json,model_queue/model/dcec10b484f6fd152cf5b378b719a903.pickle,params.json,reports/model_queue/271dbde34ac5b26f59d8fa7b88b42086,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.7637714863,0.7646535145,0.7712056149,0.7637714863,2.200601000026836e-05,1.7025431142571485e-06,1.941638988877668e-06,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,linear,10,100,1000000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,0.01,10000.0,2,linear,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/553a5b53a1ad15fbb26cbdf43b4a3293.pickle,params.json,reports/model_queue/53c0e95ff3c470110398178b280081e8,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5168089888,0.6546032005,0.9601636874,0.5168089888,0.0002896775368999442,3.97800361910045e-05,4.0052051943818565e-05,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,linear,10,10000,1000000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,100,0.0001,1000.0,5,rbf,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/5048c8b0cfeb3c18600b08a0325b238b.pickle,ground_truth.json,model_queue/model/c28f1c6a310d3199ab39cd7613ddbfd1.pickle,params.json,reports/model_queue/3c582f588780dc230603bd23e6f84d05,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.8022042467,0.8035290448,0.8155027377,0.8022042467,2.9289119999944545e-05,4.936874459049564e-06,5.0880860667340266e-06,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,rbf,10,100,1000000
0,1,2,10,9,0,0,101000,classification,42,True,True,1000,True,10000,0.0001,1.0,1,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/581107a2ee32dfca25b871561269b320.npz,ground_truth.json,models/18323b0efa63ebbb703fa364a39c7fa5.pkl,params.json,reports/train/3751ac396504a31a68adf57539ded868,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5305555556,0.6584402724,0.9586521176,0.5305555556,0.00031183163900000183,3.9572611011110184e-05,4.059030552222238e-05,,,,,,,,,,,,,,,,,poly,10,10000,1010000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,1000,1.0,1.0,2,rbf,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2fcd673cda6f26bc63ebeceef99ece54.pickle,ground_truth.json,model_queue/model/339ed9b50de5ec995dad7c4a0729a455.pickle,params.json,reports/model_queue/cceddc5f896fcf06e922238ce71e7a37,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.9489191919,0.948931727,0.9494294898,0.9489191919,0.0003342092170000086,6.617245186868692e-05,6.441035393939402e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,rbf,100,1000,10100000
0,1,2,10,9,0,0,101000,['classification'],42,True,True,1000,True,100,10.0,1.0,3,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/ec0e70f7e9639ecdbbd1cf97ef1bf9d0.pickle,ground_truth.json,model_queue/model/5ff5232775c8441054681bed70654d86.pickle,params.json,reports/model_queue/4e8ca88bd2562ccf672c18856e150ac3,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.8060960961,0.806401977,0.8093058287,0.8060960961,3.3510519999708775e-05,1.0403164364365042e-06,1.263852282283016e-06,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,100,1010000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,100,0.001,0.001,4,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/b4fad09373e308a474653d4a60f39244.pickle,ground_truth.json,model_queue/model/2bcdd425510c323500f42b557ef05e7c.pickle,params.json,reports/model_queue/2cb3c6371027bdd4525743d863c90017,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5034934935,0.6658805673,0.9964316593,0.5034934935,9.205684999983532e-05,5.817156466466574e-06,4.809754054053701e-06,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,100,10100000
0,1,2,1000,999,0,0,110000,classification,42,True,True,1000,True,100000,0.01,0.01,3,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/a61662fc05b837b68c81349142b800d6.npz,ground_truth.json,models/17dfbc1f20affd4dbdea1086434651f1.pkl,params.json,reports/train/a87dcf7c3b506acadcfa54c15c02e0ae,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.659,0.7034350646,0.8907436644,0.659,0.007296442154639999,0.0007472426704443933,0.000748299980888785,,,,,,,,,,,,,,,,,poly,1000,100000,110000000
0,1,2,1000,999,0,0,101000,['classification'],42,True,True,1000,True,1000,0.001,100.0,3,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/599b0e796dac82316ad0ac001ceccdd1.pickle,ground_truth.json,model_queue/model/68439babfba2f7f9e2f501903761d1e7.pickle,params.json,reports/model_queue/a5bf9dc61fa44a7bf6cc3d6d04680fa5,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.6842323232,0.684281756,0.6845567301,0.6842323232,0.0010831479619999981,0.00018860943321212132,0.00019653965071717155,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,1000,1000,101000000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,0.001,0.0001,2,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/45b235c70dbe9aedb4243156bdb26702.pickle,params.json,reports/model_queue/f1ad348ddd3af67ece31075a5a1f2dbe,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5122134831,0.6646662013,0.9879898121,0.5122134831,0.00032153204779997396,4.230153688764771e-05,4.642116119101231e-05,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,10000,1000000
0,1,2,10,9,0,0,101000,classification,42,True,True,1000,True,10000,0.01,0.01,5,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/581107a2ee32dfca25b871561269b320.npz,ground_truth.json,models/d58b17a5bceea7da30ef961cbb14791f.pkl,params.json,reports/train/411a52ac579a72795dfeaa6273ab222c,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5018333333,0.6662671681,0.9980624545,0.5018333333,0.0003341569431000153,4.4097422499999086e-05,4.3089658433331756e-05,,,,,,,,,,,,,,,,,poly,10,10000,1010000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,10000,0.001,1000.0,2,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/1332ceae94be76b20525d9dbb1b61dc8.pickle,ground_truth.json,model_queue/model/4010da261e5bfcbb639efbf250b9b709.pickle,params.json,reports/model_queue/2c6c619fa1efa13bda8bc52c16757b69,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.7030888889,0.70395256,0.7088914136,0.7030888889,0.0006339138770999966,6.903770853333337e-05,6.162789303333322e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,10000,10100000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,0.01,1000.0,1,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/1d1474803974d7c1426dd7ad339d2a0d.pickle,params.json,reports/model_queue/952d8d5eee683f936dd363df4fcb172d,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5254719101,0.6551287902,0.9542368124,0.5254719101,0.0003091977757000677,4.187554801123288e-05,4.203109237078842e-05,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,10000,1000000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,10000,0.1,10.0,4,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/1332ceae94be76b20525d9dbb1b61dc8.pickle,ground_truth.json,model_queue/model/1a060627d1891faaaeda0df800a568a5.pickle,params.json,reports/model_queue/aee2b8e0e74660d78ef48e2b28ab8b28,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.9664222222,0.966422393,0.9664324944,0.9664222222,0.0005346101964000013,6.618045910000016e-05,6.316996137777804e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,10000,10100000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,10.0,10000.0,4,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/eb1bb36982f5bd330c03143cfed3872f.pickle,params.json,reports/model_queue/aa8697f833c40eb6b4a3de16bed64b09,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.6216516854,0.6387765869,0.7080824377,0.6216516854,0.00011079865539995808,1.2999875157312203e-05,1.3174913561813176e-05,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,10000,1000000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,100,1.0,0.01,2,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/b4fad09373e308a474653d4a60f39244.pickle,ground_truth.json,model_queue/model/205d8d7303bd049e6c2c6bde66173b2c.pickle,params.json,reports/model_queue/9fbf6cad69f72ad9b56c791525aca260,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.8982882883,0.8983449383,0.8994033015,0.8982882883,6.530913000005966e-05,4.61282922922872e-06,4.8270536636628965e-06,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,100,10100000
0,1,2,10,9,0,0,110000,classification,42,True,True,1000,True,100000,100.0,0.1,2,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/37831463be384fc431230a73539cd2b6.npz,ground_truth.json,models/77baca10f74c1003be6b3e075c9d44b6.pkl,params.json,reports/train/f082936c86cdf1895c0bc4b92697da0e,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5081111111,0.5543180458,0.6795445835,0.5081111111,0.00026586949298000037,3.217025166648253e-05,3.3799742444494365e-05,,,,,,,,,,,,,,,,,poly,10,100000,1100000
0,1,2,100,99,0,0,101000,classification,42,True,True,1000,True,10000,0.0001,1000.0,5,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,attack/6bc16f621427375278e59654f3d997f3.pkl,attack_predictions.json,attack_probabilities.json,samples.json,attack_scores.json,attack_time_dict.json,data/01eb33708d8ad0489445fc64abfc06d9.npz,ground_truth.json,models/5b599f22b1a3c18ad8e9f53b2b6aeadc.pkl,params.json,reports/train/295a036e5d718c7e373f3dbf46c9177e,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.58,0.7341772152,1.0,0.58,0.00038718428649999625,7.392242999912924e-05,6.696263999856456e-05,,,,,,,,,,,,,,,,,poly,100,10000,10100000
0,1,2,10,9,0,0,101000,['classification'],42,True,True,1000,True,1000,0.1,0.1,1,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/3789cf4e8e386726d5a96238b8c7ec59.pickle,ground_truth.json,model_queue/model/393ead73959b0fddb102d5a23fdf3f44.pickle,params.json,reports/model_queue/b75e0f4bef9a36b895e7119b8a9ee0b5,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.913,0.9130894045,0.9150401942,0.913,8.177762100000053e-05,1.1869648464646547e-05,1.1871779373737353e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,1000,1010000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,10000,0.1,1.0,2,rbf,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,retrain/data/1332ceae94be76b20525d9dbb1b61dc8.pickle,ground_truth.json,retrain/model/034f818d879e3cb819589b4b9dd5ec68.pickle,params.json,reports/retrain/9d134569f53862c4e5d969f0c405334d,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.95,0.9502268374,0.9552083333,0.95,0.0007016363079000001,0.00016467357999999877,0.00015831307999988553,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,rbf,100,10000,10100000
0,1,2,10,9,0,0,101000,['classification'],42,True,True,1000,True,100,10.0,0.1,5,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/ec0e70f7e9639ecdbbd1cf97ef1bf9d0.pickle,ground_truth.json,model_queue/model/bc2aafcbf64f49cdaf831696807c74e3.pickle,params.json,reports/model_queue/9d818ac72b2c0e79c50c84a8f463fcd2,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.7554454454,0.7668232966,0.8442639074,0.7554454454,3.0157019999990097e-05,1.5412695395395089e-06,1.7863490390390546e-06,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,100,1010000
0,1,2,10,9,0,0,100000,['classification'],42,True,True,1000,True,10000,1.0,0.01,4,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2466a5a7f13dbeb921b6a3feee0dc649.pickle,ground_truth.json,model_queue/model/af2b27b5e8fbf2181414a7c3bbeb4a31.pickle,params.json,reports/model_queue/39d6496d2e5b9b00f1da4a463c8d9eb6,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.5463483146,0.6636660839,0.9568621776,0.5463483146,0.0003245876170999509,4.2618244685389765e-05,4.282254433708025e-05,auto,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,10,10000,1000000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,10000,1000.0,1000.0,5,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,retrain/data/1332ceae94be76b20525d9dbb1b61dc8.pickle,ground_truth.json,retrain/model/530e0a28e3b969d91ad401e041d5cc3a.pickle,params.json,reports/retrain/e66cb469d005ca34d1f36dd8add9dca5,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.61,0.6098828946,0.6098878205,0.61,0.0004121389211999997,7.59310299999072e-05,6.787662999997223e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,10000,10100000
0,1,2,100,99,0,0,101000,['classification'],42,True,True,1000,True,1000,0.1,0.01,1,poly,1000,sklearn.svm.SVC,True,sklearn.metrics.accuracy_score,True,weighted,sklearn.metrics.f1_score,weighted,sklearn.metrics.precision_score,weighted,sklearn.metrics.recall_score,,,,,,,model_queue/data/2fcd673cda6f26bc63ebeceef99ece54.pickle,ground_truth.json,model_queue/model/96e77a054f0043b72da6cb4dfd525cfd.pickle,params.json,reports/model_queue/68230f41dfed5c26a1538b2157b67ef3,predictions.json,probabilities.json,reports,scores.json,time_dict.json,0.8153333333,0.8154615552,0.8167491892,0.8153333333,0.0004003272499999966,4.026596458585859e-05,3.599553245454547e-05,scale,sklearn.preprocessing.StandardScaler,True,True,art.attacks.evasion.ProjectedGradientDescent,0.01,0.001,1.0,32.0,100.0,samples.json,,,,,,poly,100,1000,10100000
